id,year,naics,msa_total,msa_share,atl_total,atl_share,atl_location_quotient,basic_emp,n_basic_emp,emp_mul
8485,2011,332323,31754,0.000,1166,0.001,1.946,1166,0,48.605
8486,2011,3324//,77961,0.001,750,0.000,0.510,0,750,
8487,2011,33241/,22253,0.000,10,0.000,0.024,0,10,
8488,2011,332410,22253,0.000,10,0.000,0.024,0,10,
8489,2011,33242/,31058,0.000,750,0.000,1.280,750,0,21.849
8490,2011,332420,31058,0.000,750,0.000,1.280,750,0,21.849
8491,2011,33243/,29569,0.000,60,0.000,0.108,0,60,
8492,2011,332439,12904,0.000,60,0.000,0.246,0,60,
8493,2011,3325//,28340,0.000,667,0.000,1.247,667,0,19.814
8494,2011,33251/,28340,0.000,667,0.000,1.247,667,0,19.814
8495,2011,332510,28340,0.000,667,0.000,1.247,667,0,19.814
8496,2011,3326//,38351,0.000,319,0.000,0.441,0,319,
8497,2011,33261/,38351,0.000,319,0.000,0.441,0,319,
8498,2011,332611,4397,0.000,10,0.000,0.121,0,10,
8499,2011,332612,11583,0.000,375,0.000,1.715,375,0,41.707
8500,2011,332618,24059,0.000,60,0.000,0.132,0,60,
8501,2011,3327//,338786,0.003,1837,0.001,0.287,0,1837,
8502,2011,33271/,224463,0.002,1272,0.001,0.300,0,1272,
8503,2011,332710,224463,0.002,1272,0.001,0.300,0,1272,
8504,2011,33272/,117636,0.001,565,0.000,0.254,0,565,
8505,2011,332721,84642,0.001,439,0.000,0.275,0,439,
8506,2011,332722,33140,0.000,175,0.000,0.280,0,175,
8507,2011,3328//,117699,0.001,677,0.000,0.305,0,677,
8508,2011,33281/,117699,0.001,677,0.000,0.305,0,677,
8509,2011,332811,21587,0.000,92,0.000,0.226,0,92,
8510,2011,332812,48345,0.000,394,0.000,0.432,0,394,
8511,2011,332813,51215,0.000,191,0.000,0.198,0,191,
8512,2011,3329//,246866,0.002,1176,0.001,0.252,0,1176,
8513,2011,33291/,88059,0.001,105,0.000,0.063,0,105,
8514,2011,332911,34046,0.000,10,0.000,0.016,0,10,
8515,2011,332912,31588,0.000,60,0.000,0.101,0,60,
8516,2011,332913,8674,0.000,60,0.000,0.367,0,60,
8517,2011,332919,13960,0.000,10,0.000,0.038,0,10,
8518,2011,33299/,161277,0.002,1071,0.001,0.352,0,1071,
8519,2011,332991,20264,0.000,175,0.000,0.458,0,175,
8520,2011,332992,9331,0.000,60,0.000,0.341,0,60,
8521,2011,332993,9040,0.000,10,0.000,0.059,0,10,
8522,2011,332994,14966,0.000,60,0.000,0.212,0,60,
8523,2011,332995,4223,0.000,10,0.000,0.125,0,10,
8524,2011,332996,28355,0.000,375,0.000,0.701,0,375,
8525,2011,332997,4769,0.000,10,0.000,0.111,0,10,
8526,2011,332998,3497,0.000,10,0.000,0.152,0,10,
8527,2011,332999,68637,0.001,528,0.000,0.408,0,528,
8528,2011,333///,915732,0.009,7476,0.004,0.433,0,7476,
8529,2011,3331//,158703,0.001,1750,0.001,0.584,0,1750,
8530,2011,33311/,58446,0.001,693,0.000,0.628,0,693,
8531,2011,333111,45272,0.000,93,0.000,0.109,0,93,
8532,2011,333112,15093,0.000,750,0.000,2.633,750,0,62.022
8533,2011,33312/,49811,0.000,54,0.000,0.057,0,54,
8534,2011,333120,49811,0.000,54,0.000,0.057,0,54,
8535,2011,33313/,55559,0.001,375,0.000,0.358,0,375,
8536,2011,333131,12957,0.000,375,0.000,1.534,375,0,34.793
8537,2011,3332//,101753,0.001,931,0.000,0.485,0,931,
8538,2011,33321/,3557,0.000,10,0.000,0.149,0,10,
8539,2011,333210,3557,0.000,10,0.000,0.149,0,10,
8540,2011,33322/,13308,0.000,73,0.000,0.291,0,73,
8541,2011,333220,13308,0.000,73,0.000,0.291,0,73,
8542,2011,33329/,86041,0.001,852,0.000,0.525,0,852,
8543,2011,333291,8321,0.000,36,0.000,0.229,0,36,
8544,2011,333292,5649,0.000,60,0.000,0.563,0,60,
8545,2011,333293,9804,0.000,175,0.000,0.946,0,175,
8546,2011,333294,15433,0.000,211,0.000,0.724,0,211,
8547,2011,333295,16887,0.000,60,0.000,0.188,0,60,
8548,2011,333298,35177,0.000,380,0.000,0.572,0,380,
8549,2011,3333//,74006,0.001,667,0.000,0.478,0,667,
8550,2011,33331/,74006,0.001,667,0.000,0.478,0,667,
8551,2011,333311,2535,0.000,10,0.000,0.209,0,10,
8552,2011,333312,3655,0.000,60,0.000,0.870,0,60,
8553,2011,333313,4989,0.000,60,0.000,0.637,0,60,
8554,2011,333314,18575,0.000,10,0.000,0.029,0,10,
8555,2011,333315,5140,0.000,60,0.000,0.619,0,60,
8556,2011,333319,39778,0.000,458,0.000,0.610,0,458,
8557,2011,3334//,121368,0.001,2200,0.001,0.960,0,2200,
8558,2011,33341/,121368,0.001,2200,0.001,0.960,0,2200,
8559,2011,333411,14994,0.000,175,0.000,0.618,0,175,
8560,2011,333412,7731,0.000,175,0.000,1.199,175,0,16.628
8561,2011,333414,18245,0.000,60,0.000,0.174,0,60,
8562,2011,333415,82933,0.001,1905,0.001,1.217,1904,1,17.841
8563,2011,3335//,134861,0.001,435,0.000,0.171,0,435,
8564,2011,33351/,134861,0.001,435,0.000,0.171,0,435,
8565,2011,333511,32117,0.000,60,0.000,0.099,0,60,
8566,2011,333512,18647,0.000,10,0.000,0.028,0,10,
8567,2011,333513,8332,0.000,60,0.000,0.382,0,60,
8568,2011,333514,45110,0.000,255,0.000,0.300,0,255,
8569,2011,333515,26669,0.000,60,0.000,0.119,0,60,
8570,2011,333518,8412,0.000,60,0.000,0.378,0,60,
8571,2011,3336//,103085,0.001,375,0.000,0.193,0,375,
8572,2011,33361/,103085,0.001,375,0.000,0.193,0,375,
8573,2011,333611,31181,0.000,60,0.000,0.102,0,60,
8574,2011,333612,13675,0.000,60,0.000,0.232,0,60,
8575,2011,333613,15320,0.000,78,0.000,0.270,0,78,
8576,2011,333618,44683,0.000,175,0.000,0.208,0,175,
8577,2011,3339//,245667,0.002,1812,0.001,0.391,0,1812,
8578,2011,33391/,57410,0.001,60,0.000,0.055,0,60,
8579,2011,333911,34053,0.000,10,0.000,0.016,0,10,
8580,2011,333912,20009,0.000,60,0.000,0.159,0,60,
8581,2011,33392/,66125,0.001,750,0.000,0.601,0,750,
8582,2011,333921,6647,0.000,10,0.000,0.080,0,10,
8583,2011,333922,26502,0.000,375,0.000,0.750,0,375,
8584,2011,333923,14375,0.000,10,0.000,0.037,0,10,
8585,2011,333924,20731,0.000,148,0.000,0.378,0,148,
8586,2011,33399/,128302,0.001,1126,0.001,0.465,0,1126,
8587,2011,333991,7871,0.000,175,0.000,1.178,175,0,15.118
8588,2011,333992,16393,0.000,60,0.000,0.194,0,60,
8589,2011,333993,19528,0.000,494,0.000,1.340,494,0,25.397
8590,2011,333994,10290,0.000,60,0.000,0.309,0,60,
8591,2011,333995,19335,0.000,60,0.000,0.164,0,60,
8592,2011,333997,3306,0.000,10,0.000,0.160,0,10,
8593,2011,333999,44852,0.000,303,0.000,0.358,0,303,
8594,2011,334///,870156,0.008,6323,0.003,0.385,0,6323,
8595,2011,3341//,71285,0.001,735,0.000,0.546,0,735,
8596,2011,33411/,71285,0.001,735,0.000,0.546,0,735,
8597,2011,334111,22964,0.000,128,0.000,0.295,0,128,
8598,2011,334112,16809,0.000,60,0.000,0.189,0,60,
8599,2011,334113,1230,0.000,375,0.000,16.155,375,0,93.810
8600,2011,334119,32215,0.000,175,0.000,0.288,0,175,
8601,2011,3342//,117057,0.001,2114,0.001,0.957,0,2114,
8602,2011,33421/,21803,0.000,91,0.000,0.221,0,91,
8603,2011,334210,21803,0.000,91,0.000,0.221,0,91,
8604,2011,33422/,79922,0.001,1848,0.001,1.225,1847,1,18.382
8605,2011,334220,79922,0.001,1848,0.001,1.225,1847,1,18.382
8606,2011,33429/,17605,0.000,175,0.000,0.527,0,175,
8607,2011,334290,17605,0.000,175,0.000,0.527,0,175,
8608,2011,3343//,9221,0.000,45,0.000,0.259,0,45,
8609,2011,33431/,9221,0.000,45,0.000,0.259,0,45,
8610,2011,334310,9221,0.000,45,0.000,0.259,0,45,
8611,2011,3344//,282038,0.003,949,0.000,0.178,0,949,
8612,2011,33441/,282038,0.003,949,0.000,0.178,0,949,
8613,2011,334411,5920,0.000,10,0.000,0.090,0,10,
8614,2011,334412,27295,0.000,51,0.000,0.099,0,51,
8615,2011,334413,100371,0.001,175,0.000,0.092,0,175,
8616,2011,334414,4843,0.000,175,0.000,1.915,175,0,47.772
8617,2011,334415,4559,0.000,10,0.000,0.116,0,10,
8618,2011,334416,10914,0.000,60,0.000,0.291,0,60,
8619,2011,334417,19786,0.000,175,0.000,0.469,0,175,
8620,2011,334418,68825,0.001,175,0.000,0.135,0,175,
8621,2011,334419,48309,0.000,192,0.000,0.211,0,192,
8622,2011,3345//,384745,0.004,2297,0.001,0.316,0,2297,
8623,2011,33451/,384745,0.004,2297,0.001,0.316,0,2297,
8624,2011,334510,71438,0.001,29,0.000,0.022,0,29,
8625,2011,334511,162983,0.002,175,0.000,0.057,0,175,
8626,2011,334512,13233,0.000,421,0.000,1.686,421,0,40.680
8627,2011,334513,35889,0.000,750,0.000,1.107,750,0,9.693
8628,2011,334514,12549,0.000,375,0.000,1.583,375,0,36.846
8629,2011,334515,35414,0.000,60,0.000,0.090,0,60,
8630,2011,334516,40068,0.000,375,0.000,0.496,0,375,
8631,2011,334517,16011,0.000,60,0.000,0.199,0,60,
8632,2011,334518,1897,0.000,175,0.000,4.888,175,0,79.543
8633,2011,334519,30040,0.000,64,0.000,0.113,0,64,
8634,2011,3346//,14550,0.000,175,0.000,0.637,0,175,
8635,2011,33461/,14550,0.000,175,0.000,0.637,0,175,
8636,2011,334611,2074,0.000,10,0.000,0.255,0,10,
8637,2011,334612,11316,0.000,60,0.000,0.281,0,60,
8638,2011,334613,1760,0.000,175,0.000,5.269,175,0,81.020
8639,2011,335///,325098,0.003,4215,0.002,0.687,0,4215,
8640,2011,3351//,45992,0.000,104,0.000,0.120,0,104,
8641,2011,33512/,38915,0.000,104,0.000,0.142,0,104,
8642,2011,335121,8642,0.000,10,0.000,0.061,0,10,
8643,2011,335122,18598,0.000,93,0.000,0.265,0,93,
8644,2011,335129,12994,0.000,10,0.000,0.041,0,10,
8645,2011,3352//,47177,0.000,175,0.000,0.197,0,175,
8646,2011,33521/,9083,0.000,10,0.000,0.058,0,10,
8647,2011,335211,5883,0.000,10,0.000,0.090,0,10,
8648,2011,33522/,39493,0.000,175,0.000,0.235,0,175,
8649,2011,335221,11905,0.000,175,0.000,0.779,0,175,
8650,2011,335222,8950,0.000,10,0.000,0.059,0,10,
8651,2011,3353//,110652,0.001,1750,0.001,0.838,0,1750,
8652,2011,33531/,110652,0.001,1750,0.001,0.838,0,1750,
8653,2011,335312,30953,0.000,750,0.000,1.284,750,0,22.113
8654,2011,335313,28900,0.000,750,0.000,1.375,750,0,27.279
8655,2011,335314,34482,0.000,175,0.000,0.269,0,175,
8656,2011,3359//,129509,0.001,2123,0.001,0.869,0,2123,
8657,2011,33591/,26789,0.000,175,0.000,0.346,0,175,
8658,2011,335911,19580,0.000,175,0.000,0.474,0,175,
8659,2011,335912,7390,0.000,10,0.000,0.072,0,10,
8660,2011,33592/,30436,0.000,1528,0.001,2.660,1528,0,62.409
8661,2011,335921,6635,0.000,375,0.000,2.995,375,0,66.609
8662,2011,335929,24913,0.000,1750,0.001,3.722,1750,0,73.134
8663,2011,33593/,37187,0.000,375,0.000,0.534,0,375,
8664,2011,335931,23730,0.000,175,0.000,0.391,0,175,
8665,2011,335932,14127,0.000,175,0.000,0.656,0,175,
8666,2011,33599/,38344,0.000,60,0.000,0.083,0,60,
8667,2011,335999,30807,0.000,60,0.000,0.103,0,60,
8668,2011,336///,1240747,0.012,17500,0.009,0.747,0,17500,
8669,2011,3361//,143984,0.001,60,0.000,0.022,0,60,
8670,2011,33611/,118235,0.001,60,0.000,0.027,0,60,
8671,2011,336111,65293,0.001,60,0.000,0.049,0,60,
8672,2011,336112,48970,0.000,60,0.000,0.065,0,60,
8673,2011,33612/,29208,0.000,10,0.000,0.018,0,10,
8674,2011,336120,29208,0.000,10,0.000,0.018,0,10,
8675,2011,3362//,92257,0.001,570,0.000,0.327,0,570,
8676,2011,33621/,92257,0.001,570,0.000,0.327,0,570,
8677,2011,336211,37174,0.000,529,0.000,0.754,0,529,
8678,2011,336214,30287,0.000,41,0.000,0.072,0,41,
8679,2011,3363//,398776,0.004,2300,0.001,0.306,0,2300,
8680,2011,33631/,50425,0.000,375,0.000,0.394,0,375,
8681,2011,336311,6713,0.000,10,0.000,0.079,0,10,
8682,2011,336312,43805,0.000,375,0.000,0.454,0,375,
8683,2011,33632/,42599,0.000,175,0.000,0.218,0,175,
8684,2011,336322,34314,0.000,175,0.000,0.270,0,175,
8685,2011,33633/,26506,0.000,21,0.000,0.042,0,21,
8686,2011,336330,26506,0.000,21,0.000,0.042,0,21,
8687,2011,33634/,20568,0.000,175,0.000,0.451,0,175,
8688,2011,336340,20568,0.000,175,0.000,0.451,0,175,
8689,2011,33635/,53132,0.001,750,0.000,0.748,0,750,
8690,2011,336350,53132,0.001,750,0.000,0.748,0,750,
8691,2011,33636/,40839,0.000,175,0.000,0.227,0,175,
8692,2011,336360,40839,0.000,175,0.000,0.227,0,175,
8693,2011,33637/,69101,0.001,175,0.000,0.134,0,175,
8694,2011,336370,69101,0.001,175,0.000,0.134,0,175,
8695,2011,33639/,108558,0.001,750,0.000,0.366,0,750,
8696,2011,336391,12439,0.000,10,0.000,0.043,0,10,
8697,2011,336399,97510,0.001,750,0.000,0.408,0,750,
8698,2011,3364//,418153,0.004,7500,0.004,0.950,0,7500,
8699,2011,33641/,418153,0.004,7500,0.004,0.950,0,7500,
8700,2011,336411,167540,0.002,7500,0.004,2.372,7488,12,57.842
8701,2011,336412,69429,0.001,375,0.000,0.286,0,375,
8702,2011,336413,109266,0.001,60,0.000,0.029,0,60,
8703,2011,336419,4966,0.000,60,0.000,0.640,0,60,
8704,2011,3365//,27642,0.000,60,0.000,0.115,0,60,
8705,2011,33651/,27642,0.000,60,0.000,0.115,0,60,
8706,2011,336510,27642,0.000,60,0.000,0.115,0,60,
8707,2011,3366//,134928,0.001,10,0.000,0.004,0,10,
8708,2011,33661/,134928,0.001,10,0.000,0.004,0,10,
8709,2011,336611,108768,0.001,10,0.000,0.005,0,10,
8710,2011,336612,23652,0.000,10,0.000,0.022,0,10,
8711,2011,3369//,36364,0.000,1291,0.001,1.881,1291,0,46.842
8712,2011,33699/,36364,0.000,1291,0.001,1.881,1291,0,46.842
8713,2011,336991,11505,0.000,60,0.000,0.276,0,60,
8714,2011,336992,15446,0.000,375,0.000,1.286,375,0,22.267
8715,2011,336999,10368,0.000,750,0.000,3.833,750,0,73.911
8716,2011,337///,309359,0.003,4285,0.002,0.734,0,4285,
8717,2011,3371//,181597,0.002,1665,0.001,0.486,0,1665,
8718,2011,33711/,73897,0.001,1035,0.001,0.742,0,1035,
8719,2011,337110,73897,0.001,1035,0.001,0.742,0,1035,
8720,2011,33712/,110709,0.001,630,0.000,0.302,0,630,
8721,2011,337121,43770,0.000,60,0.000,0.073,0,60,
8722,2011,337122,31622,0.000,104,0.000,0.174,0,104,
8723,2011,337124,9187,0.000,60,0.000,0.346,0,60,
8724,2011,337125,3678,0.000,10,0.000,0.144,0,10,
8725,2011,337127,27587,0.000,355,0.000,0.682,0,355,
8726,2011,337129,1680,0.000,10,0.000,0.315,0,10,
8727,2011,3372//,99910,0.001,2156,0.001,1.143,2154,2,12.545
8728,2011,33721/,99910,0.001,2156,0.001,1.143,2154,2,12.545
8729,2011,337211,13140,0.000,375,0.000,1.512,375,0,33.872
8730,2011,337212,35484,0.000,645,0.000,0.963,0,645,
8731,2011,337214,23206,0.000,10,0.000,0.023,0,10,
8732,2011,337215,31818,0.000,1037,0.001,1.727,1037,0,42.095
8733,2011,3379//,33198,0.000,464,0.000,0.741,0,464,
8734,2011,33791/,20612,0.000,282,0.000,0.725,0,282,
8735,2011,337910,20612,0.000,282,0.000,0.725,0,282,
8736,2011,33792/,13273,0.000,175,0.000,0.699,0,175,
8737,2011,337920,13273,0.000,175,0.000,0.699,0,175,
8738,2011,339///,548357,0.005,5695,0.003,0.550,0,5695,
8739,2011,3391//,284214,0.003,3007,0.002,0.561,0,3007,
8740,2011,33911/,284214,0.003,3007,0.002,0.561,0,3007,
8741,2011,339112,108000,0.001,175,0.000,0.086,0,175,
8742,2011,339113,102808,0.001,1750,0.001,0.902,0,1750,
8743,2011,339114,17355,0.000,41,0.000,0.125,0,41,
8744,2011,339115,25995,0.000,820,0.000,1.671,820,0,40.173
8745,2011,339116,45256,0.000,745,0.000,0.872,0,745,
8746,2011,3399//,262790,0.002,2688,0.001,0.542,0,2688,
8747,2011,33991/,28331,0.000,60,0.000,0.112,0,60,
8748,2011,339911,19176,0.000,60,0.000,0.166,0,60,
8749,2011,339913,3962,0.000,10,0.000,0.134,0,10,
8750,2011,339914,5903,0.000,5,0.000,0.045,0,5,
8751,2011,33992/,37078,0.000,454,0.000,0.649,0,454,
8752,2011,339920,37078,0.000,454,0.000,0.649,0,454,
8753,2011,33993/,9211,0.000,60,0.000,0.345,0,60,
8754,2011,339932,8390,0.000,60,0.000,0.379,0,60,
8755,2011,33994/,13645,0.000,186,0.000,0.722,0,186,
8756,2011,339942,3503,0.000,175,0.000,2.647,175,0,62.223
8757,2011,339943,4913,0.000,46,0.000,0.496,0,46,
8758,2011,33995/,71097,0.001,1040,0.001,0.775,0,1040,
8759,2011,339950,71097,0.001,1040,0.001,0.775,0,1040,
8760,2011,33999/,116644,0.001,926,0.000,0.421,0,926,
8761,2011,339991,27610,0.000,60,0.000,0.115,0,60,
8762,2011,339992,13131,0.000,60,0.000,0.242,0,60,
8763,2011,339993,4834,0.000,175,0.000,1.918,175,0,47.870
8764,2011,339994,9176,0.000,25,0.000,0.144,0,25,
8765,2011,339995,2811,0.000,10,0.000,0.189,0,10,
8766,2011,339999,65018,0.001,627,0.000,0.511,0,627,
8767,2011,42----,5323657,0.050,133387,0.067,1.328,126700,6687,24.678
8768,2011,423///,3023749,0.028,76987,0.038,1.349,74795,2192,25.877
8769,2011,4231//,348282,0.003,8137,0.004,1.238,8110,27,19.223
8770,2011,42311/,109270,0.001,2526,0.001,1.225,2523,3,18.362
8771,2011,423110,109270,0.001,2526,0.001,1.225,2523,3,18.362
8772,2011,42312/,196049,0.002,4662,0.002,1.260,4653,9,20.637
8773,2011,423120,196049,0.002,4662,0.002,1.260,4653,9,20.637
8774,2011,42313/,31264,0.000,611,0.000,1.036,611,0,3.434
8775,2011,423130,31264,0.000,611,0.000,1.036,611,0,3.434
8776,2011,42314/,18222,0.000,338,0.000,0.983,0,338,
8777,2011,423140,18222,0.000,338,0.000,0.983,0,338,
8778,2011,4232//,131041,0.001,3731,0.002,1.509,3726,5,33.717
8779,2011,42321/,57513,0.001,1402,0.001,1.292,1401,1,22.582
8780,2011,423210,57513,0.001,1402,0.001,1.292,1401,1,22.582
8781,2011,42322/,75474,0.001,2329,0.001,1.635,2327,2,38.842
8782,2011,423220,75474,0.001,2329,0.001,1.635,2327,2,38.842
8783,2011,4233//,184854,0.002,5054,0.003,1.449,5045,9,30.973
8784,2011,42331/,95140,0.001,2807,0.001,1.563,2804,3,36.035
8785,2011,423310,95140,0.001,2807,0.001,1.563,2804,3,36.035
8786,2011,42332/,32613,0.000,855,0.000,1.389,855,0,28.014
8787,2011,423320,32613,0.000,855,0.000,1.389,855,0,28.014
8788,2011,42333/,31050,0.000,835,0.000,1.425,835,0,29.822
8789,2011,423330,31050,0.000,835,0.000,1.425,835,0,29.822
8790,2011,42339/,33701,0.000,557,0.000,0.876,0,557,
8791,2011,423390,33701,0.000,557,0.000,0.876,0,557,
8792,2011,4234//,619024,0.006,19562,0.010,1.674,19448,114,40.280
8793,2011,42341/,15941,0.000,362,0.000,1.203,362,0,16.894
8794,2011,423410,15941,0.000,362,0.000,1.203,362,0,16.894
8795,2011,42342/,122512,0.001,4178,0.002,1.807,4173,5,44.661
8796,2011,423420,122512,0.001,4178,0.002,1.807,4173,5,44.661
8797,2011,42343/,215690,0.002,6214,0.003,1.527,6201,13,34.494
8798,2011,423430,215690,0.002,6214,0.003,1.527,6201,13,34.494
8799,2011,42344/,46738,0.000,1402,0.001,1.589,1401,1,37.086
8800,2011,423440,46738,0.000,1402,0.001,1.589,1401,1,37.086
8801,2011,42345/,185183,0.002,5868,0.003,1.679,5858,10,40.443
8802,2011,423450,185183,0.002,5868,0.003,1.679,5858,10,40.443
8803,2011,42346/,22160,0.000,175,0.000,0.418,0,175,
8804,2011,423460,22160,0.000,175,0.000,0.418,0,175,
8805,2011,42349/,32550,0.000,1322,0.001,2.152,1322,0,53.533
8806,2011,423490,32550,0.000,1322,0.001,2.152,1322,0,53.533
8807,2011,4235//,143686,0.001,3434,0.002,1.266,3429,5,21.035
8808,2011,42351/,139087,0.001,3409,0.002,1.299,3405,4,23.001
8809,2011,423510,139087,0.001,3409,0.002,1.299,3405,4,23.001
8810,2011,42352/,5385,0.000,60,0.000,0.590,0,60,
8811,2011,423520,5385,0.000,60,0.000,0.590,0,60,
8812,2011,4236//,483711,0.005,12461,0.006,1.365,12404,57,26.742
8813,2011,42361/,169708,0.002,4989,0.002,1.558,4981,8,35.803
8814,2011,423610,169708,0.002,4989,0.002,1.558,4981,8,35.803
8815,2011,42362/,40517,0.000,972,0.000,1.271,972,0,21.333
8816,2011,423620,40517,0.000,972,0.000,1.271,972,0,21.333
8817,2011,42369/,284136,0.003,6500,0.003,1.212,6483,17,17.503
8818,2011,423690,284136,0.003,6500,0.003,1.212,6483,17,17.503
8819,2011,4237//,213876,0.002,5080,0.003,1.259,5070,10,20.545
8820,2011,42371/,79677,0.001,1606,0.001,1.068,1605,1,6.371
8821,2011,423710,79677,0.001,1606,0.001,1.068,1605,1,6.371
8822,2011,42372/,70092,0.001,1505,0.001,1.138,1504,1,12.107
8823,2011,423720,70092,0.001,1505,0.001,1.138,1504,1,12.107
8824,2011,42373/,60030,0.001,1336,0.001,1.179,1335,1,15.202
8825,2011,423730,60030,0.001,1336,0.001,1.179,1335,1,15.202
8826,2011,42374/,15906,0.000,633,0.000,2.109,633,0,52.578
8827,2011,423740,15906,0.000,633,0.000,2.109,633,0,52.578
8828,2011,4238//,627271,0.006,13268,0.007,1.121,13190,78,10.778
8829,2011,42381/,81630,0.001,1489,0.001,0.967,0,1489,
8830,2011,423810,81630,0.001,1489,0.001,0.967,0,1489,
8831,2011,42382/,77449,0.001,747,0.000,0.511,0,747,
8832,2011,423820,77449,0.001,747,0.000,0.511,0,747,
8833,2011,42383/,309935,0.003,7532,0.004,1.288,7510,22,22.343
8834,2011,423830,309935,0.003,7532,0.004,1.288,7510,22,22.343
8835,2011,42384/,89372,0.001,1589,0.001,0.942,0,1589,
8836,2011,423840,89372,0.001,1589,0.001,0.942,0,1589,
8837,2011,42385/,49606,0.000,1311,0.001,1.400,1310,1,28.591
8838,2011,423850,49606,0.000,1311,0.001,1.400,1310,1,28.591
8839,2011,42386/,38116,0.000,600,0.000,0.834,0,600,
8840,2011,423860,38116,0.000,600,0.000,0.834,0,600,
8841,2011,4239//,309845,0.003,6260,0.003,1.071,6242,18,6.590
8842,2011,42391/,53311,0.001,1312,0.001,1.304,1311,1,23.316
8843,2011,423910,53311,0.001,1312,0.001,1.304,1311,1,23.316
8844,2011,42392/,30160,0.000,577,0.000,1.014,577,0,1.354
8845,2011,423920,30160,0.000,577,0.000,1.014,577,0,1.354
8846,2011,42393/,107845,0.001,2078,0.001,1.021,2076,2,2.056
8847,2011,423930,107845,0.001,2078,0.001,1.021,2076,2,2.056
8848,2011,42394/,48616,0.000,944,0.000,1.029,944,0,2.808
8849,2011,423940,48616,0.000,944,0.000,1.029,944,0,2.808
8850,2011,42399/,82263,0.001,1349,0.001,0.869,0,1349,
8851,2011,423990,82263,0.001,1349,0.001,0.869,0,1349,
8852,2011,424///,2020796,0.019,46041,0.023,1.207,45165,876,17.168
8853,2011,4241//,146631,0.001,3264,0.002,1.180,3259,5,15.219
8854,2011,42411/,17477,0.000,751,0.000,2.277,751,0,56.081
8855,2011,424110,17477,0.000,751,0.000,2.277,751,0,56.081
8856,2011,42412/,72258,0.001,1181,0.001,0.866,0,1181,
8857,2011,424120,72258,0.001,1181,0.001,0.866,0,1181,
8858,2011,42413/,60168,0.001,1332,0.001,1.173,1331,1,14.752
8859,2011,424130,60168,0.001,1332,0.001,1.173,1331,1,14.752
8860,2011,4242//,236589,0.002,6928,0.003,1.552,6913,15,35.552
8861,2011,42421/,236589,0.002,6928,0.003,1.552,6913,15,35.552
8862,2011,424210,236589,0.002,6928,0.003,1.552,6913,15,35.552
8863,2011,4243//,179582,0.002,2386,0.001,0.704,0,2386,
8864,2011,42431/,25504,0.000,490,0.000,1.018,490,0,1.772
8865,2011,424310,25504,0.000,490,0.000,1.018,490,0,1.772
8866,2011,42432/,54030,0.001,758,0.000,0.743,0,758,
8867,2011,424320,54030,0.001,758,0.000,0.743,0,758,
8868,2011,42433/,81924,0.001,924,0.000,0.598,0,924,
8869,2011,424330,81924,0.001,924,0.000,0.598,0,924,
8870,2011,42434/,24972,0.000,214,0.000,0.454,0,214,
8871,2011,424340,24972,0.000,214,0.000,0.454,0,214,
8872,2011,4244//,738385,0.007,16217,0.008,1.164,16104,113,14.072
8873,2011,42441/,132250,0.001,2472,0.001,0.990,0,2472,
8874,2011,424410,132250,0.001,2472,0.001,0.990,0,2472,
8875,2011,42442/,78553,0.001,1715,0.001,1.157,1714,1,13.559
8876,2011,424420,78553,0.001,1715,0.001,1.157,1714,1,13.559
8877,2011,42443/,45975,0.000,718,0.000,0.828,0,718,
8878,2011,424430,45975,0.000,718,0.000,0.828,0,718,
8879,2011,42444/,13209,0.000,60,0.000,0.241,0,60,
8880,2011,424440,13209,0.000,60,0.000,0.241,0,60,
8881,2011,42445/,54548,0.001,1091,0.001,1.060,1090,1,5.642
8882,2011,424450,54548,0.001,1091,0.001,1.060,1090,1,5.642
8883,2011,42446/,21168,0.000,500,0.000,1.252,500,0,20.103
8884,2011,424460,21168,0.000,500,0.000,1.252,500,0,20.103
8885,2011,42447/,45774,0.000,1353,0.001,1.566,1352,1,36.152
8886,2011,424470,45774,0.000,1353,0.001,1.566,1352,1,36.152
8887,2011,42448/,99062,0.001,2673,0.001,1.430,2671,2,30.059
8888,2011,424480,99062,0.001,2673,0.001,1.430,2671,2,30.059
8889,2011,42449/,274704,0.003,5642,0.003,1.088,5627,15,8.113
8890,2011,424490,274704,0.003,5642,0.003,1.088,5627,15,8.113
8891,2011,4245//,44828,0.000,103,0.000,0.122,0,103,
8892,2011,42451/,36202,0.000,60,0.000,0.088,0,60,
8893,2011,424510,36202,0.000,60,0.000,0.088,0,60,
8894,2011,42452/,6659,0.000,10,0.000,0.080,0,10,
8895,2011,424520,6659,0.000,10,0.000,0.080,0,10,
8896,2011,42459/,6033,0.000,60,0.000,0.527,0,60,
8897,2011,424590,6033,0.000,60,0.000,0.527,0,60,
8898,2011,4246//,139436,0.001,4018,0.002,1.527,4013,5,34.508
8899,2011,42461/,31450,0.000,682,0.000,1.149,682,0,12.972
8900,2011,424610,31450,0.000,682,0.000,1.149,682,0,12.972
8901,2011,42469/,109613,0.001,3336,0.002,1.613,3333,3,37.990
8902,2011,424690,109613,0.001,3336,0.002,1.613,3333,3,37.990
8903,2011,4247//,100138,0.001,1049,0.001,0.555,0,1049,
8904,2011,42471/,62157,0.001,577,0.000,0.492,0,577,
8905,2011,424710,62157,0.001,577,0.000,0.492,0,577,
8906,2011,42472/,43055,0.000,472,0.000,0.581,0,472,
